APPLICATION_ID,PROJECT_TITLE,IC_NAME,FY,TOTAL_COST,domain,domain_label,topic,topic_label,subtopic,subtopic_label,umap_x,umap_y
10556219,Biomechanics of muscle after rotator cuff tear: Multi-scale assessment of spatial and temporal effects,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,2023.0,464598.0,4,Rare Diseases & Genomics,24,Rare Diseases & Genomics > Hematology,91,Genetics & Neuroscie > Clinica... > Neurosciences,-6.0039454,2.6118505
9041569,Resolution of Cytokine-Mediated Salivary Gland Inflammation,NATIONAL INSTITUTE OF DENTAL & CRANIOFACIAL RESEARCH,2016.0,372500.0,6,Molecular Biology & Genomics,33,Molecular Biology & Genomics > Genetics,129,Genetics & Neuroscie > Genetic... > Clinical Research,-4.890014,3.4993308
9975917,Pathophysiology of the Pedunculopontine Nucleus in Parkinson's Disease,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2020.0,522796.0,2,Behavioral & Social Science,10,Behavioral & Social Science > Human Genome,39,Clinical Research &  > Clinica... > Clinical Research,-6.108374,2.4875944
10231114,J NRSA Training Core,NATIONAL CENTER FOR ADVANCING TRANSLATIONAL SCIENCES,2021.0,621942.0,1,Clinical Trials & Prevention,5,Clinical Trials & Prevention > Minority Health,17,Clinical Research &  > Clinica... > Clinical Research,-11.749065,3.2104628
9054125,Genetics and Molecular Biology of Striated Muscle Myosin,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2016.0,490888.0,7,Infectious Disease & Immunology,39,Infectious Disease & Immunology > Dental/Oral and Craniofacial Dis...,154,Genetics & Biotechno > Genetic... > Genetics,-5.6940374,4.8540344
8203348,"Regulation of ENaC by phosphoinositides, MARCKS, and the cytoskeleton",NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2011.0,48398.0,9,Cancer Biology & Oncology,49,Cancer Biology & Oncology > Mental Health,183,Genetics & Neuroscie > Genetic... > Genetics,-6.3396893,7.235168
6861283,Role of the tPA/plasmin System in Alzheimers Disease,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2004.0,389946.0,8,Clinical & Translational Research,44,Clinical & Translational Research > Genetics,170,Clinical Research &  > Genetic... > Genetics,-12.18203,7.447799
6325114,DEVELOPMENT OF SHORT-TERM MEMORY FOR SPEECH ATTRIBUTES,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH &HUMAN DEVELOPMENT,2001.0,257760.0,5,Neuroscience & Behavior,27,Neuroscience & Behavior > Prevention,106,Neurosciences & Beha > Behavio... > Clinical Research,-6.854782,1.3324333
6748430,Heparin on Hypoxic Pulmonary Hypertension and Remodeling,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2004.0,424422.0,7,Infectious Disease & Immunology,41,Infectious Disease & Immunology > Cancer,159,Genetics & Biotechno > Genetic... > Infectious Diseases,-5.5122504,4.726751
10773350,Efficacy and Safety of Proteolytic Activity-Guided fecal Microbiota Transplantation for Irritable Bowel Syndrome (PRAGMAT trial),NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2024.0,316102.0,2,Behavioral & Social Science,8,Behavioral & Social Science > Comparative Effectiveness Research,30,Clinical Research &  > Clinica... > Clinical Research,-8.099776,0.8585869
6443066,Ultrasound Array System For Uterine Tumor Therapy,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH &HUMAN DEVELOPMENT,2002.0,100000.0,10,Bioengineering & Technology,59,Bioengineering & Technology > Rehabilitation,226,Bioengineering & Bio > Bioengi... > Bioengineering,-8.402413,4.560786
8136414,Synthetic and biological investigations of 2-aminoimidazole derived natural produ,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2010.0,28845.0,9,Cancer Biology & Oncology,51,Cancer Biology & Oncology > Cardiovascular,194,Genetics & Neuroscie > Genetic... > Neurosciences,-6.978203,7.348989
7965675,"Effects of genetic polymorphism in MHC, KIR, and related loci on human disease",NATIONAL CANCER INSTITUTE,2009.0,1187646.0,3,Genetics & Biotechnology,17,Genetics & Biotechnology > Digestive Diseases,67,Genetics & Neuroscie > Genetic... > Genetics,-3.9044394,7.151372
10683563,C-Type Lectins and Immune Surveillance in ALD,NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM,2022.0,248812.0,3,Genetics & Biotechnology,17,Genetics & Biotechnology > Digestive Diseases,67,Genetics & Neuroscie > Genetic... > Genetics,-4.1052074,7.113524
7249490,GPCR Variants as Genetic Determinants of Obesity,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2007.0,758848.0,2,Behavioral & Social Science,10,Behavioral & Social Science > Human Genome,40,Clinical Research &  > Clinica... > Clinical Research,-7.55528,2.3681896
6616050,OSTEOCLAST DIFFERENTIATION BY MESENCHYMAL CELLS,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,2003.0,251685.0,9,Cancer Biology & Oncology,51,Cancer Biology & Oncology > Cardiovascular,191,Genetics & Neuroscie > Genetic... > Genetics,-6.2850356,6.038538
9539442,The Developing Real Incentives and Volition for Exercise (DRIVE) Project,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2018.0,59038.0,2,Behavioral & Social Science,12,Behavioral & Social Science > Patient Safety,47,Clinical Research &  > Clinica... > Clinical Research,-8.817068,1.3973305
9320377,Making the HIV-1 gp41 pocket amenable to small-molecule drug discovery,NATIONAL INSTITUTE ON DRUG ABUSE,2017.0,785000.0,3,Genetics & Biotechnology,15,Genetics & Biotechnology > Human Genome,58,Genetics & Neuroscie > Genetic... > Genetics,-7.0380545,4.852577
8338875,Fine-tuning lipid metabolism by LSD1,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2012.0,363225.0,9,Cancer Biology & Oncology,51,Cancer Biology & Oncology > Cardiovascular,192,Genetics & Neuroscie > Genetic... > Genetics,-5.742922,6.139594
10702689,CRISPR tools to dissect the coding and non-coding genome,NATIONAL CANCER INSTITUTE,2022.0,269000.0,3,Genetics & Biotechnology,15,Genetics & Biotechnology > Human Genome,60,Genetics & Neuroscie > Genetic... > Genetics,-6.901963,5.6752605
7481031,Development of a Proplylactic HCV Vaccine,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2008.0,300000.0,3,Genetics & Biotechnology,14,Genetics & Biotechnology > Nanotechnology,54,Genetics & Neuroscie > Biotech... > Biotechnology,-7.068744,4.3931446
10359213,The effect of household air pollution on lung function growth in infants with pneumonia in sub-Saharan Africa.,NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES,2022.0,198589.0,1,Clinical Trials & Prevention,4,Clinical Trials & Prevention > Brain Disorders,13,Clinical Research &  > Clinica... > Clinical Research,-11.997691,4.1481447
6530123,Career Development Award in International Women's Health,FOGARTY INTERNATIONAL CENTER,2002.0,102600.0,1,Clinical Trials & Prevention,4,Clinical Trials & Prevention > Brain Disorders,14,Clinical Research &  > Clinica... > Clinical Research,-11.708554,3.4640586
7078644,Immunology of Infectious Disease,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2006.0,298583.0,1,Clinical Trials & Prevention,3,Clinical Trials & Prevention > Social Determinants of Health,9,Clinical Research &  > Clinica... > Clinical Research,-11.563909,3.4922738
6778185,HIGH-PRECISION IMAGE-GUIDED RADIOTHERAPY OF THE PROSTATE,NATIONAL INSTITUTE ON AGING,2004.0,457091.0,10,Bioengineering & Technology,59,Bioengineering & Technology > Rehabilitation,224,Bioengineering & Bio > Bioengi... > Bioengineering,-8.27497,4.2103424
6682080,Motion Perception in Schizophrenia,NATIONAL INSTITUTE OF MENTAL HEALTH,2003.0,262325.0,5,Neuroscience & Behavior,29,Neuroscience & Behavior > Mind and Body,111,Neurosciences & Beha > Clinica... > Neurosciences,-6.311414,1.5228363
6804881,15th Congress of Internat. Organ. for Mycoplasmology,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2004.0,12000.0,1,Clinical Trials & Prevention,2,Clinical Trials & Prevention > Aging,5,Clinical Research &  > Cancer... > Bioengineering,-11.31285,4.64117
9487108,Lentiviral Vector Vaccine for HIV-1,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2018.0,201420.0,1,Clinical Trials & Prevention,4,Clinical Trials & Prevention > Brain Disorders,16,Clinical Research &  > Clinica... > Clinical Research,-12.210898,4.4129815
8051829,"Dyad-level Predictors of HIV Risk Among High-risk Couples in Tijuana, Mexico",NATIONAL INSTITUTE ON DRUG ABUSE,2011.0,157830.0,2,Behavioral & Social Science,11,Behavioral & Social Science > Social Determinants of Health,44,Clinical Research &  > Behavio... > Behavioral and Social Science,-8.718033,1.2962933
9523388,Probing Heterogeneity of Alzheimer's disease using iPSCs,NATIONAL INSTITUTE ON AGING,2018.0,416553.0,2,Behavioral & Social Science,10,Behavioral & Social Science > Human Genome,40,Clinical Research &  > Clinica... > Clinical Research,-4.8330555,5.67166
10828359,Fellowship in Biological Psychiatry and Neuroscience,NATIONAL INSTITUTE OF MENTAL HEALTH,2024.0,258406.0,1,Clinical Trials & Prevention,3,Clinical Trials & Prevention > Social Determinants of Health,9,Clinical Research &  > Clinica... > Clinical Research,-11.226318,3.5328872
10747375,Fatty acid binding-proteins and endocannabinoids in the retina; roles in glial reactivity and reprogramming of Muller glia into progenitor cells,NATIONAL EYE INSTITUTE,2024.0,378405.0,9,Cancer Biology & Oncology,50,Cancer Biology & Oncology > Substance Abuse,190,Genetics & Neuroscie > Neurosc... > Neurosciences,-6.399848,6.780793
8458159,Novel Cellular Mechanisms in Cortex Development,NATIONAL INSTITUTE OF MENTAL HEALTH,2013.0,389664.0,9,Cancer Biology & Oncology,51,Cancer Biology & Oncology > Cardiovascular,192,Genetics & Neuroscie > Genetic... > Genetics,-6.4256873,6.6596375
6710503,Prompting and Reminding at Encounters for Prevention,NATIONAL CANCER INSTITUTE,2003.0,191250.0,2,Behavioral & Social Science,8,Behavioral & Social Science > Comparative Effectiveness Research,31,Clinical Research &  > Clinica... > Clinical Research,-8.927823,0.977014
8580344,Discovering compounds with robust pro-longevity activities,NATIONAL INSTITUTE ON AGING,2013.0,589100.0,3,Genetics & Biotechnology,17,Genetics & Biotechnology > Digestive Diseases,66,Genetics & Neuroscie > Genetic... > Genetics,-8.235226,5.5038133
8667869,"Superfund Research Center: Developmental Toxicants: Mechanisms, Consequences and ",NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES,2013.0,7787.0,1,Clinical Trials & Prevention,3,Clinical Trials & Prevention > Social Determinants of Health,12,Clinical Research &  > Clinica... > Clinical Research,-9.926496,4.091108
9979890,Imaging Structure and Function of the Photoreceptor-RPE-Choriocapillaris Complex,NATIONAL EYE INSTITUTE,2020.0,455897.0,10,Bioengineering & Technology,60,Bioengineering & Technology > Nanotechnology,228,Bioengineering & Bio > Bioengi... > Bioengineering,-7.3209467,4.255118
9088511,A novel bioengineered technique to rapidly and permanently repair cut PNS nerves,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2016.0,383848.0,3,Genetics & Biotechnology,14,Genetics & Biotechnology > Nanotechnology,56,Genetics & Neuroscie > Biotech... > Bioengineering,-7.5301127,4.323269
9336991,Using Human iDNs to Study Translational Control of Neuronal Function and Survival,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2017.0,197500.0,6,Molecular Biology & Genomics,32,Molecular Biology & Genomics > Heart Disease,123,Genetics & Neuroscie > Genetic... > Genetics,-5.7407002,3.7968755
6637706,CALCIUM AND ENDOCYTOTIC MEMBRANE RETRIEVAL,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2003.0,292000.0,7,Infectious Disease & Immunology,42,Infectious Disease & Immunology > Biodefense,165,Genetics & Biotechno > Genetic... > Genetics,-4.8572855,4.770167
6449750,BIOMARKERS OF HOMEOPATHY IN FIBROMYALGIA,NATIONAL CENTER FOR COMPLEMENTARY &ALTERNATIVE MEDICINE,2001.0,1517.0,2,Behavioral & Social Science,8,Behavioral & Social Science > Comparative Effectiveness Research,29,Clinical Research &  > Clinica... > Clinical Research,-7.439394,1.112562
10263296,Population Network Responses in AD Model Animals,NATIONAL INSTITUTE ON AGING,2021.0,205000.0,3,Genetics & Biotechnology,14,Genetics & Biotechnology > Nanotechnology,53,Genetics & Neuroscie > Biotech... > Bioengineering,-7.0228186,4.4124255
6392313,GENETIC ASSOCIATION IN SCHIZOPHRENIA AND OTHER DISORDERS,NATIONAL INSTITUTE OF MENTAL HEALTH,2001.0,225754.0,10,Bioengineering & Technology,57,Bioengineering & Technology > Networking and Information Techn...,216,Bioengineering & Bio > Bioengi... > Clinical Research,-7.8319364,2.8061988
6639444,EXPRESSION AND FUNCTION OF K+ CHANNEL GENES IN BRAIN,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2003.0,412500.0,3,Genetics & Biotechnology,18,Genetics & Biotechnology > Basic Behavioral and Social Science,70,Genetics & Neuroscie > Neurosc... > Neurosciences,-4.1631026,6.377691
8906501,A role for c-Abl/Arg in melanoma progression,NATIONAL CANCER INSTITUTE,2015.0,308604.0,4,Rare Diseases & Genomics,19,Rare Diseases & Genomics > Stem Cell Research,76,Genetics & Neuroscie > Genetic... > Genetics,-6.050645,3.8649755
10462030,2022 Mammary Gland Biology GRC and GRS,NATIONAL CANCER INSTITUTE,2022.0,10000.0,1,Clinical Trials & Prevention,2,Clinical Trials & Prevention > Aging,7,Clinical Research &  > Cancer... > Aging,-11.273892,4.783721
6642856,COMPREHENSIVE SEQUENCE EVALUATION OF CLEFT LIP AND PALAT,NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES,2003.0,790501.0,10,Bioengineering & Technology,56,Bioengineering & Technology > Mental Health,214,Bioengineering & Bio > Clinica... > Clinical Research,-7.818561,2.3708494
8259160,Novel Pathways for Bcr-Abl transformation,NATIONAL CANCER INSTITUTE,2012.0,204198.0,3,Genetics & Biotechnology,16,Genetics & Biotechnology > Biodefense,61,Genetics & Neuroscie > Genetic... > Genetics,-4.5530343,7.152907
8924418,Substance Use and HIV Prevention Research in Minority Communities Training Program,NATIONAL INSTITUTE ON DRUG ABUSE,2015.0,381198.0,1,Clinical Trials & Prevention,5,Clinical Trials & Prevention > Minority Health,17,Clinical Research &  > Clinica... > Clinical Research,-11.107389,3.2796316
9517840,Improving HIV Service Delivery for People who Inject Drugs in Kazakhstan,NATIONAL INSTITUTE ON DRUG ABUSE,2018.0,911690.0,2,Behavioral & Social Science,12,Behavioral & Social Science > Patient Safety,46,Clinical Research &  > Clinica... > Clinical Research,-9.151904,1.6469393
9385633,An Analysis of Psychosocial Risk and Protective Factors: Accelerated Cognitive Aging and Mild Traumatic Brain Injury (MTBI) Among Retired NFL & Former NCAA Football Players,NATIONAL INSTITUTE ON AGING,2017.0,122526.0,2,Behavioral & Social Science,9,Behavioral & Social Science > Substance Abuse,34,Clinical Research &  > Clinica... > Clinical Research,-8.711008,0.932823
7531075,The proton channel HVCN1 of the airways,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2008.0,234000.0,9,Cancer Biology & Oncology,49,Cancer Biology & Oncology > Mental Health,184,Genetics & Neuroscie > Genetic... > Genetics,-6.3957057,7.4971886
10234013,Center for Translational Pediatric Research (CTPR),NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2021.0,2295000.0,1,Clinical Trials & Prevention,3,Clinical Trials & Prevention > Social Determinants of Health,11,Clinical Research &  > Clinica... > Clinical Research,-10.7116995,3.8911412
6975701,NMR of Mitochondrial Transporters in Cardiac Hypertrophy,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2005.0,397374.0,6,Molecular Biology & Genomics,33,Molecular Biology & Genomics > Genetics,127,Genetics & Neuroscie > Genetic... > Genetics,-5.1437635,4.1220627
6937474,THE UNIVERSITY OF PENNSYLVANIA CANCER CENTER CORE GRANT,NATIONAL CANCER INSTITUTE,2004.0,249995.0,1,Clinical Trials & Prevention,6,Clinical Trials & Prevention > Clinical Trials and Supportive A...,24,Clinical Research &  > Clinica... > Clinical Research,-11.071243,4.096923
10705078,Self-Assembling Spike-EBR Nanoparticles as a Vaccine Platform Technology Against SARS-CoV-2 and Future Pandemic Coronaviruses.,"OFFICE OF THE DIRECTOR, NATIONAL INSTITUTES OF HEALTH",2023.0,421000.0,3,Genetics & Biotechnology,14,Genetics & Biotechnology > Nanotechnology,54,Genetics & Neuroscie > Biotech... > Biotechnology,-5.051917,6.992343
6965430,Role of Angiogenesis in IBD Pathogenesis,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2005.0,324450.0,4,Rare Diseases & Genomics,22,Rare Diseases & Genomics > Nutrition,87,Genetics & Neuroscie > Genetic... > Neurosciences,-5.383178,6.2658615
10520305,Quantitative Multimodal Imaging Biomarkers for Combined Locoregional and Immunotherapy of Liver Cancer,NATIONAL CANCER INSTITUTE,2022.0,616121.0,3,Genetics & Biotechnology,15,Genetics & Biotechnology > Human Genome,57,Genetics & Neuroscie > Genetic... > Genetics,-7.539346,4.529994
8458239,Florida Node Alliance of the Drug Abuse Clinic Trials Network,NATIONAL INSTITUTE ON DRUG ABUSE,2012.0,119909.0,1,Clinical Trials & Prevention,3,Clinical Trials & Prevention > Social Determinants of Health,10,Clinical Research &  > Clinica... > Clinical Research,-10.539308,3.3811548
6706940,Structure Function Studies Of Membrane Binding Proteins,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2004.0,237554.0,6,Molecular Biology & Genomics,33,Molecular Biology & Genomics > Genetics,130,Genetics & Neuroscie > Genetic... > Genetics,-5.4853225,4.884631
6636684,Role of Vpu in HIV1 Particle Exit,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2003.0,226516.0,7,Infectious Disease & Immunology,38,Infectious Disease & Immunology > Regenerative Medicine,147,Genetics & Biotechno > Genetic... > Genetics,-5.9064536,4.9046793
7940030,Intuitive Mathematical Operations in Infancy and Childhood,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2010.0,426690.0,5,Neuroscience & Behavior,27,Neuroscience & Behavior > Prevention,106,Neurosciences & Beha > Behavio... > Clinical Research,-6.642371,1.2243488
9412431,"Discovery of novel, ubiquitin-regulated mechanisms of TB control by macrophages",NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2018.0,734719.0,3,Genetics & Biotechnology,16,Genetics & Biotechnology > Biodefense,63,Genetics & Neuroscie > Genetic... > Genetics,-4.532954,7.078461
6828716,Genetics of Asthma and Bronchial Hyperresponsiveness,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2004.0,469399.0,2,Behavioral & Social Science,10,Behavioral & Social Science > Human Genome,38,Clinical Research &  > Clinica... > Clinical Research,-7.592986,2.646288
