APPLICATION_ID,PROJECT_TITLE,IC_NAME,FY,TOTAL_COST,cluster,topic_label,title_short,funding_millions
8135195,Novel Approaches for Antitumor and Antiviral Agents,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2011.0,419053.0,28,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Bioengineering,Novel Approaches for Antitumor and Antiviral Agents,0.42
8725876,Wisconsin and New Jersey Alliance in Precision Experimental Therapeutics,NATIONAL CANCER INSTITUTE,2014.0,849999.0,4,NATIONAL CANCER INSTITUTE: Clinical Research,Wisconsin and New Jersey Alliance in Precision Experimental Therapeutics,0.85
10114981,Qualification and Harmonization of PET/MRI for Cancer Clinical Trials,NATIONAL CANCER INSTITUTE,2021.0,305100.0,34,NATIONAL CANCER INSTITUTE: Genetics,Qualification and Harmonization of PET/MRI for Cancer Clinical Trials,0.31
7451071,Improved Methods for Hyperpolarized-Gas MRI of the Lung,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2008.0,420396.0,44,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING: Bioengineering,Improved Methods for Hyperpolarized-Gas MRI of the Lung,0.42
9814214,Dating Violence Prevention Program Focusing on Middle School Boys,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2019.0,653648.0,17,NATIONAL CANCER INSTITUTE: Clinical Research,Dating Violence Prevention Program Focusing on Middle School Boys,0.65
7084616,Proinflammatory Cytokines Block T Cell Dealth In Vivo,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2006.0,353981.0,35,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,Proinflammatory Cytokines Block T Cell Dealth In Vivo,0.35
10052146,Mechanisms of Lipid Droplet Protein Targeting,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2021.0,319000.0,32,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Mechanisms of Lipid Droplet Protein Targeting,0.32
9679518,A Population Based Approach to Improve Outcomes After Out-of-Hospital Cardiac Arrest,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2019.0,774251.0,16,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,A Population Based Approach to Improve Outcomes After Out-of-Hospital Cardiac Arrest,0.77
6623818,Novel anesthetic mechanisms that desensitize nociceptors,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2003.0,226380.0,39,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE: Neurosciences,Novel anesthetic mechanisms that desensitize nociceptors,0.23
9697885,Immune mechanisms that promote S. aureus persistence during craniotomy-associated biofilm infection,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2019.0,412212.0,21,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES: Neurosciences,Immune mechanisms that promote S. aureus persistence during craniotomy-associated biofilm infection,0.41
10114403,THS: Using Twitter and Big Data Analytics to Track and Predict Health Conditions,NATIONAL LIBRARY OF MEDICINE,2021.0,308431.0,9,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Clinical Research",THS: Using Twitter and Big Data Analytics to Track and Predict Health Conditions,0.31
7480378,Research Infrastructure In Minority Institutions(RIM):,NATIONAL INSTITUTE ON MINORITY HEALTH AND HEALTH DISPARITIES,2008.0,770113.0,15,NATIONAL INSTITUTE ON AGING: Clinical Research,Research Infrastructure In Minority Institutions(RIM):,0.77
10673130,Sleep apnea treatment and risk for cognitive decline and Alzheimers disease,NATIONAL INSTITUTE ON AGING,2023.0,612626.0,19,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,Sleep apnea treatment and risk for cognitive decline and Alzheimers disease,0.61
9984484,Epigenetic regulation of cell identity by PRC1 complexes,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2020.0,461618.0,34,NATIONAL CANCER INSTITUTE: Genetics,Epigenetic regulation of cell identity by PRC1 complexes,0.46
10117686,Rational design of a safe recombinant Candid#1 vaccine,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2021.0,378975.0,38,NATIONAL CANCER INSTITUTE: Genetics,Rational design of a safe recombinant Candid#1 vaccine,0.38
8496303,A Partnership in Neuroscience Education,"OFFICE OF THE DIRECTOR, NATIONAL INSTITUTES OF HEALTH",2014.0,261900.0,10,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Clinical Research,A Partnership in Neuroscience Education,0.26
7027102,LLU - NIH Initiative for Minority Students Program,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2006.0,557711.0,9,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Clinical Research",LLU - NIH Initiative for Minority Students Program,0.56
6528894,Psychological &Familial Influences on Health Behavior,NATIONAL INSTITUTE OF MENTAL HEALTH,2002.0,592354.0,13,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,Psychological &Familial Influences on Health Behavior,0.59
9832393,Accessing the Silent Majority: Induction of Gene Expression in Fungal Artificial Chromosomes for Natural Product Discovery,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2019.0,60854.0,30,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Accessing the Silent Majority: Induction of Gene Expression in Fungal Artificial Chromosomes for Natural Product Discove,0.06
7473941,Age-Related Changes in Renal Dopamine Receptor Function,NATIONAL INSTITUTE ON AGING,2008.0,275977.0,39,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE: Neurosciences,Age-Related Changes in Renal Dopamine Receptor Function,0.28
7015648,Simulation Algorithms for Spatial Pattern Recognition,NATIONAL CANCER INSTITUTE,2006.0,500182.0,23,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Simulation Algorithms for Spatial Pattern Recognition,0.5
7127606,NABTT-Consortium Therapeutic Studies of CNS Malignancies,NATIONAL CANCER INSTITUTE,2006.0,510290.0,4,NATIONAL CANCER INSTITUTE: Clinical Research,NABTT-Consortium Therapeutic Studies of CNS Malignancies,0.51
10766215,Synthesis of Biologically Active Terpenoids,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2024.0,275761.0,28,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Bioengineering,Synthesis of Biologically Active Terpenoids,0.28
7630622,Parenting and Infant Development in Alcoholic Families,NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM,2009.0,590962.0,11,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,Parenting and Infant Development in Alcoholic Families,0.59
6643385,BRAIN MIDLINE MALFORMATION IN SCHIZOPHRENIA,NATIONAL INSTITUTE OF MENTAL HEALTH,2003.0,152972.0,14,NATIONAL INSTITUTE OF MENTAL HEALTH: Neurosciences,BRAIN MIDLINE MALFORMATION IN SCHIZOPHRENIA,0.15
9832653,Impact of a novel emm-enn gene fusion event on epidemic behavior of group A streptococcus,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2020.0,196820.0,41,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Neurosciences",Impact of a novel emm-enn gene fusion event on epidemic behavior of group A streptococcus,0.2
7037805,CSF-1 Gene Expression in Osteoclast Biology,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,2005.0,224840.0,37,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Genetics",CSF-1 Gene Expression in Osteoclast Biology,0.22
10010161,Clinical Cytophone platform for detection of circulating melanoma cells.,NATIONAL CANCER INSTITUTE,2020.0,201984.0,46,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Biotechnology,Clinical Cytophone platform for detection of circulating melanoma cells.,0.2
8231094,Amitriptyline and Topiramate in the Prevention of Childhood Migraine: DCC,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2011.0,1134071.0,12,NATIONAL CANCER INSTITUTE: Clinical Research,Amitriptyline and Topiramate in the Prevention of Childhood Migraine: DCC,1.13
10072865,In vivo systems to discover mechanisms regulating human islet alpha cell function,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2020.0,567324.0,34,NATIONAL CANCER INSTITUTE: Genetics,In vivo systems to discover mechanisms regulating human islet alpha cell function,0.57
8532064,Heartland Unit for Neuroscience Trials,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2013.0,285857.0,4,NATIONAL CANCER INSTITUTE: Clinical Research,Heartland Unit for Neuroscience Trials,0.29
8142206,Central Biochemistry Laboratory of the CKiD Consortium,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2011.0,305000.0,9,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Clinical Research",Central Biochemistry Laboratory of the CKiD Consortium,0.3
9453039,Reversing Age Related Inflammation,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2018.0,620775.0,35,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,Reversing Age Related Inflammation,0.62
8224363,Probing the biochemical mechanism of amyloid disease,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2011.0,604789.0,32,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Probing the biochemical mechanism of amyloid disease,0.6
6772392,Effects of Immunosuppressants on Cell Metabolism,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2004.0,295939.0,34,NATIONAL CANCER INSTITUTE: Genetics,Effects of Immunosuppressants on Cell Metabolism,0.3
6910448,"Strategy for islet recovery, functionality &engraftment",NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2005.0,145000.0,37,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Genetics","Strategy for islet recovery, functionality &engraftment",0.14
9153551,The Role of Fgf Signaling in Vertebrate Development,NATIONAL CANCER INSTITUTE,2015.0,326471.0,22,NATIONAL CANCER INSTITUTE: Genetics,The Role of Fgf Signaling in Vertebrate Development,0.33
8457126,MIND the Kidneys,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2013.0,499769.0,15,NATIONAL INSTITUTE ON AGING: Clinical Research,MIND the Kidneys,0.5
7682105,Infant Cortisol Reactivity and its Relationship to Learning and Memory,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2009.0,292401.0,11,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,Infant Cortisol Reactivity and its Relationship to Learning and Memory,0.29
10677684,Transcriptional Control of HIV Latency in Hematopoietic Stem and Progenitor Cells,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2023.0,40029.0,35,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,Transcriptional Control of HIV Latency in Hematopoietic Stem and Progenitor Cells,0.04
7278056,CALCIUM ENTRY REGULATED BY CILIA IN POLYCYSTIC DISEASE,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2006.0,106580.0,40,NATIONAL CANCER INSTITUTE: Genetics,CALCIUM ENTRY REGULATED BY CILIA IN POLYCYSTIC DISEASE,0.11
8320752,"Phase II Study of Daily Rifapentine for Pulmonary Tuberculosis (IND 62,611; 1/2/0",FOOD AND DRUG ADMINISTRATION,2012.0,387658.0,12,NATIONAL CANCER INSTITUTE: Clinical Research,"Phase II Study of Daily Rifapentine for Pulmonary Tuberculosis (IND 62,611; 1/2/0",0.39
10113367,Zimmerman Program on the Biology of VWD,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2021.0,2638519.0,47,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,Zimmerman Program on the Biology of VWD,2.64
8977519,Factors influencing vasectomy use,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2016.0,130375.0,19,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,Factors influencing vasectomy use,0.13
9990686,Optimizing HIV prevention portfolios targeting people who inject drugs using dynamic economic modeling,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2020.0,544911.0,50,NATIONAL CANCER INSTITUTE: Clinical Research,Optimizing HIV prevention portfolios targeting people who inject drugs using dynamic economic modeling,0.54
8685151,4-Demethyl-4-cholesteryloxycarbonylpenclomedine (DM-CHOC-PEN): A Phase II Clinica,NATIONAL CANCER INSTITUTE,2014.0,522886.0,47,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,4-Demethyl-4-cholesteryloxycarbonylpenclomedine (DM-CHOC-PEN): A Phase II Clinica,0.52
7147778,Mutant cochlear connexins associated with deafness,NATIONAL INSTITUTE ON DEAFNESS AND OTHER COMMUNICATION DISORDERS,2006.0,101484.0,36,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Mutant cochlear connexins associated with deafness,0.1
8979625,EXTENDED RELEASE TORSEMIDE: PHASE 2,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2015.0,896260.0,12,NATIONAL CANCER INSTITUTE: Clinical Research,EXTENDED RELEASE TORSEMIDE: PHASE 2,0.9
9864807,Linking State Medicaid and Congenital Heart Surgical Registry Data: Building Capacity to Assess Disparities in Longitudinal Outcomes and Value for Children with Congenital Heart Disease,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2020.0,495156.0,16,NATIONAL INSTITUTE OF MENTAL HEALTH: Clinical Research,Linking State Medicaid and Congenital Heart Surgical Registry Data: Building Capacity to Assess Disparities in Longitudi,0.5
9039625,Human DNA Replication Machines: Structure-Function of Polymerase Alpha-Primase,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2016.0,426334.0,35,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Genetics,Human DNA Replication Machines: Structure-Function of Polymerase Alpha-Primase,0.43
6894303,Epidemiology of Yellow Fever in the Americas,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2005.0,335250.0,50,NATIONAL CANCER INSTITUTE: Clinical Research,Epidemiology of Yellow Fever in the Americas,0.34
9969473,Targeted inhibition of ribosomal RNA synthesis in LKB1-deficient cancers,NATIONAL CANCER INSTITUTE,2020.0,356850.0,45,NATIONAL CANCER INSTITUTE: Biotechnology,Targeted inhibition of ribosomal RNA synthesis in LKB1-deficient cancers,0.36
6637420,PEDIATRIC RESIDENCY TRAINING ON TOBACCO,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH &HUMAN DEVELOPMENT,2003.0,397587.0,48,NATIONAL CANCER INSTITUTE: Clinical Research,PEDIATRIC RESIDENCY TRAINING ON TOBACCO,0.4
7782129,Delivery of signaling and structural proteins to photoreceptor outer segment,NATIONAL EYE INSTITUTE,2010.0,549577.0,31,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Delivery of signaling and structural proteins to photoreceptor outer segment,0.55
9044808,Sequence and Assembly of Segmental Duplications,NATIONAL HUMAN GENOME RESEARCH INSTITUTE,2016.0,550000.0,32,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Sequence and Assembly of Segmental Duplications,0.55
10583678,"Glycolytic metabolites, Calcium entry and Sjogren’s syndrome",NATIONAL INSTITUTE OF DENTAL & CRANIOFACIAL RESEARCH,2022.0,577584.0,36,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,"Glycolytic metabolites, Calcium entry and Sjogren’s syndrome",0.58
9537230,Development of a novel optogenetic neurodegenerative disease model.,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2018.0,38938.0,22,NATIONAL CANCER INSTITUTE: Genetics,Development of a novel optogenetic neurodegenerative disease model.,0.04
8551182,Training in Bioinformatics and Integrative Genomics,NATIONAL HUMAN GENOME RESEARCH INSTITUTE,2013.0,635748.0,7,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Clinical Research,Training in Bioinformatics and Integrative Genomics,0.64
8641585,"Obesity, Biomechanics, and Inflammation in Osteoarthritis",NATIONAL INSTITUTE ON AGING,2013.0,317416.0,44,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING: Bioengineering,"Obesity, Biomechanics, and Inflammation in Osteoarthritis",0.32
9731372,MICROENVIRONMENTAL CONTROLS OF TUMOR DORMANCY,NATIONAL INSTITUTE ON AGING,2019.0,501578.0,27,NATIONAL CANCER INSTITUTE: Biotechnology,MICROENVIRONMENTAL CONTROLS OF TUMOR DORMANCY,0.5
7676706,Live attenuated vaccines for epidemic and pandemic flu,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2009.0,1914536.0,45,NATIONAL CANCER INSTITUTE: Biotechnology,Live attenuated vaccines for epidemic and pandemic flu,1.91
7964870,Structure and Immunogenicity of HIV-1 gp41 Membrane Proximal Region (MPR),NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,2009.0,540091.0,46,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Biotechnology,Structure and Immunogenicity of HIV-1 gp41 Membrane Proximal Region (MPR),0.54
7860651,Heterosexual Men's Perspectives on Sexual Behavior and Sexual Risk Taking,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,2010.0,341377.0,17,NATIONAL CANCER INSTITUTE: Clinical Research,Heterosexual Men's Perspectives on Sexual Behavior and Sexual Risk Taking,0.34
6473089,DOPAMINERGIC AND CHOLINERGIC SIGNALING IN THE STRIATUM,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,2001.0,35742.0,37,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Genetics",DOPAMINERGIC AND CHOLINERGIC SIGNALING IN THE STRIATUM,0.04
10050714,RNA epigenetic regulation of cancer metabolism,NATIONAL CANCER INSTITUTE,2020.0,365750.0,40,NATIONAL CANCER INSTITUTE: Genetics,RNA epigenetic regulation of cancer metabolism,0.37
7600436,ABC Transporter Pharmacogenetics: Impact on Thiopurine Therapy,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,2009.0,126900.0,5,NATIONAL CANCER INSTITUTE: Clinical Research,ABC Transporter Pharmacogenetics: Impact on Thiopurine Therapy,0.13
6329541,GENETIC CONTROL OF LENS FORMATION,NATIONAL EYE INSTITUTE,2001.0,232152.0,41,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Neurosciences",GENETIC CONTROL OF LENS FORMATION,0.23
9776473,Combined radiation acoustics and ultrasound imaging for real-time guidance in radiotherapy,NATIONAL CANCER INSTITUTE,2019.0,429033.0,27,NATIONAL CANCER INSTITUTE: Biotechnology,Combined radiation acoustics and ultrasound imaging for real-time guidance in radiotherapy,0.43
9107616,Sclerostin Antibody Therapy for Treatment of Osteogenesis Imperfecta,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,2015.0,99896.0,46,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES: Biotechnology,Sclerostin Antibody Therapy for Treatment of Osteogenesis Imperfecta,0.1
7898646,Pathogenesis and prevention of autoimmune diabetes,NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES,2010.0,302385.0,29,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Genetics",Pathogenesis and prevention of autoimmune diabetes,0.3
8281589,Computer-Aided Detection of Urinary Tract Cancer on MDCT Urography,NATIONAL CANCER INSTITUTE,2012.0,313395.0,44,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING: Bioengineering,Computer-Aided Detection of Urinary Tract Cancer on MDCT Urography,0.31
7845637,Protein-glycan Interactions in the Vascular System,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2010.0,1771752.0,30,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Protein-glycan Interactions in the Vascular System,1.77
6961076,Layer-Specific Functional &Perfusion Imaging of Retina,NATIONAL EYE INSTITUTE,2004.0,156205.0,49,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE: Clinical Research",Layer-Specific Functional &Perfusion Imaging of Retina,0.16
6870621,Biogenesis of Melanosomes,NATIONAL INSTITUTE OF ARTHRITIS AND MUSCULOSKELETAL AND SKIN DISEASES,2004.0,384475.0,30,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Genetics,Biogenesis of Melanosomes,0.38
6638806,Improving therapy of acute lung injury in the community,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",2003.0,576591.0,50,NATIONAL CANCER INSTITUTE: Clinical Research,Improving therapy of acute lung injury in the community,0.58
8329857,Mechanisms of Asthma-Dietary Interventions against Environmental Triggers,NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES,2011.0,129582.0,10,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES: Clinical Research,Mechanisms of Asthma-Dietary Interventions against Environmental Triggers,0.13
